2015-07-26T14:17:31.643277+00:00; 34
2015-07-26T14:18:32.683896+00:00; 33
2015-07-26T14:17:37.021287+00:00; 33
2015-07-26T18:39:24.322123+00:00; 33
2015-07-26T18:39:36.842732+00:00; 33
2015-07-26T14:17:36.104862+00:00; 33
2015-07-26T19:16:29.534039+00:00; 33
2015-07-26T19:16:37.172108+00:00; 34
2015-07-26T19:22:28.817014+00:00; 34
2015-07-26T19:22:29.467188+00:00; 34
2015-07-27T16:55:11.277837+00:00; 36
2015-07-27T16:55:28.798457+00:00; 35
2015-07-27T16:56:28.524576+00:00; 36
2015-07-27T16:56:29.289230+00:00; 35
2015-07-27T16:56:35.641104+00:00; 36
2015-07-27T16:57:18.280058+00:00; 35
2015-07-27T17:00:29.407714+00:00; 34
2015-07-27T17:01:29.035740+00:00; 34
2015-07-27T17:01:53.688409+00:00; 36
2015-07-27T17:04:51.706987+00:00; 35
2015-07-27T17:05:57.446230+00:00; 34
2015-07-27T17:06:49.085098+00:00; 36
2015-07-27T17:13:05.345018+00:00; 35
2015-07-27T17:15:24.686867+00:00; 34
2015-07-27T17:15:49.574998+00:00; 35
