2015-07-26T14:16:31.833078+00:00; 0
2015-07-26T14:17:31.469873+00:00; 0
2015-07-26T14:18:32.098219+00:00; 0
2015-07-26T14:17:36.811107+00:00; 0
2015-07-26T18:39:23.902649+00:00; 0
2015-07-26T18:39:36.653033+00:00; 0
2015-07-26T14:17:35.475600+00:00; 0.5
2015-07-26T19:16:29.348258+00:00; 0.5
2015-07-26T19:16:35.844934+00:00; 0.5
2015-07-26T19:22:28.407993+00:00; 0.5
2015-07-26T19:22:28.416742+00:00; 0.5
2015-07-27T16:55:10.897410+00:00; 0.5
2015-07-27T16:55:28.624092+00:00; 0.5
2015-07-27T16:56:28.286349+00:00; 0.5
2015-07-27T16:56:28.866699+00:00; 0.5
2015-07-27T16:56:34.608275+00:00; 0.5
2015-07-27T16:57:18.087198+00:00; 0.5
2015-07-27T17:00:28.613763+00:00; 0.5
2015-07-27T17:01:28.861482+00:00; 0.5
2015-07-27T17:01:53.397322+00:00; 0.5
2015-07-27T17:04:51.122645+00:00; 0.5
2015-07-27T17:05:57.272640+00:00; 0.5
2015-07-27T17:06:48.912335+00:00; 0.5
2015-07-27T17:13:04.760199+00:00; 0.5
2015-07-27T17:15:24.513456+00:00; 0.5
2015-07-27T17:15:48.292347+00:00; 0.5
